pbar	Ht	Hs	WrightsFst	WCFst	WCFstSimple	avgp
0.35	0.463469	0.362086	0.218747	0.110356	0.222819	0.36485
0.35	0.45195	0.381914	0.154964	0.0782035	0.153925	0.345
0.35	0.468324	0.374524	0.200287	0.101053	0.206152	0.37415
0.35	0.45518	0.365389	0.197265	0.0995294	0.197342	0.3503
0.35	0.442573	0.357953	0.1912	0.0964723	0.185978	0.33055
0.35	0.45527	0.367915	0.191876	0.096813	0.191989	0.35045
0.35	0.458557	0.362171	0.210193	0.106045	0.211836	0.35605
0.35	0.463008	0.373698	0.192891	0.0973248	0.196286	0.364
0.35	0.444888	0.360118	0.190542	0.096141	0.186308	0.334
0.35	0.476758	0.374308	0.214889	0.108412	0.225166	0.3922
0.35	0.475113	0.38484	0.190003	0.0958689	0.198402	0.38845
0.35	0.465337	0.389555	0.162854	0.082182	0.166554	0.36835
0.35	0.484194	0.396297	0.181532	0.0915988	0.193179	0.4111
0.35	0.41742	0.345028	0.173426	0.0875124	0.159102	0.2968
0.35	0.460012	0.365407	0.205658	0.10376	0.207923	0.3586
0.35	0.446699	0.349362	0.217904	0.109931	0.213928	0.33675
0.35	0.476672	0.378982	0.204942	0.103399	0.214703	0.392
0.35	0.448061	0.348267	0.222724	0.11236	0.219327	0.33885
0.35	0.446339	0.340677	0.236731	0.119418	0.232224	0.3362
0.35	0.448126	0.365638	0.184072	0.0928792	0.181291	0.33895
0.35	0.443686	0.3541	0.201914	0.101873	0.196893	0.3322
0.35	0.449914	0.334351	0.256857	0.129558	0.253985	0.34175
0.35	0.45524	0.35691	0.215995	0.10897	0.216109	0.3504
0.35	0.428785	0.353053	0.176619	0.0891221	0.166443	0.3113
0.35	0.450261	0.361432	0.197284	0.0995393	0.195229	0.3423
0.35	0.461135	0.369735	0.198207	0.100004	0.20088	0.3606
0.35	0.475447	0.403654	0.151001	0.0762048	0.157786	0.3892
0.35	0.464542	0.375227	0.192264	0.0970087	0.196296	0.36685
0.35	0.468675	0.368445	0.213857	0.107892	0.220285	0.37485
0.35	0.467104	0.378652	0.189361	0.0955456	0.194399	0.37175
0.35	0.455359	0.348893	0.233807	0.117945	0.233992	0.3506
0.35	0.446503	0.372483	0.165778	0.0836562	0.162682	0.33645
0.35	0.457368	0.364928	0.202113	0.101973	0.203165	0.354
0.35	0.464569	0.344082	0.259352	0.130814	0.264806	0.3669
0.35	0.447577	0.341605	0.236768	0.119437	0.232905	0.3381
0.35	0.441038	0.361625	0.18006	0.0908566	0.174535	0.3283
0.35	0.443518	0.356402	0.19642	0.0991037	0.191464	0.33195
0.35	0.468298	0.371137	0.207478	0.104677	0.213541	0.3741
0.4	0.482459	0.376087	0.220478	0.111229	0.221608	0.40635
0.4	0.475866	0.376463	0.20889	0.105389	0.207091	0.39015
0.4	0.478097	0.381325	0.202411	0.102124	0.201609	0.39535
0.4	0.483054	0.375642	0.222361	0.112177	0.223775	0.40795
0.4	0.48	0.382542	0.203038	0.102439	0.203038	0.4
0.4	0.484194	0.395313	0.183564	0.0926233	0.185168	0.4111
0.4	0.49034	0.384728	0.215384	0.108662	0.220024	0.4305
0.4	0.471844	0.369903	0.216048	0.108996	0.212377	0.38135
0.4	0.48016	0.391782	0.184059	0.0928727	0.18412	0.4004
0.4	0.486172	0.415338	0.145699	0.0735311	0.147572	0.41685
0.4	0.468248	0.381747	0.184733	0.0932127	0.18021	0.374
0.4	0.481626	0.38125	0.208409	0.105146	0.209115	0.40415
0.4	0.462763	0.374504	0.19072	0.0962307	0.183871	0.36355
0.4	0.470427	0.367291	0.219239	0.110604	0.214866	0.3784
0.4	0.4802	0.390298	0.187217	0.0944647	0.187295	0.4005
0.4	0.474642	0.380425	0.198502	0.100153	0.196286	0.3874
0.4	0.481855	0.380637	0.210058	0.105977	0.21087	0.40475
0.4	0.477038	0.3771	0.209495	0.105694	0.208203	0.39285
0.4	0.467258	0.380175	0.186369	0.094037	0.181421	0.37205
0.4	0.472972	0.373316	0.210703	0.106302	0.207617	0.38375
0.4	0.473504	0.389853	0.176664	0.0891446	0.174273	0.3849
0.4	0.480929	0.384689	0.200112	0.100964	0.200499	0.40235
0.4	0.47602	0.386553	0.187947	0.0948328	0.186389	0.3905
0.4	0.475046	0.390107	0.178802	0.0902226	0.176957	0.3883
0.4	0.473527	0.359719	0.24034	0.121237	0.237099	0.38495
0.4	0.484229	0.397426	0.17926	0.0904537	0.18084	0.4112
0.4	0.472762	0.364458	0.229088	0.115567	0.225634	0.3833
0.4	0.480615	0.404209	0.158977	0.0802269	0.159181	0.40155
0.4	0.48866	0.381738	0.218806	0.110386	0.222754	0.4247
0.4	0.477697	0.381591	0.201187	0.101506	0.200221	0.3944
0.4	0.48014	0.407367	0.151565	0.0764893	0.151609	0.40035
0.4	0.491222	0.389051	0.207992	0.104936	0.212855	0.43375
0.4	0.480714	0.407903	0.151463	0.0764382	0.151689	0.4018
0.4	0.478493	0.38169	0.202307	0.102071	0.201672	0.3963
0.4	0.47911	0.367269	0.233435	0.117758	0.233003	0.3978
0.4	0.477188	0.379908	0.20386	0.102854	0.202666	0.3932
0.4	0.473435	0.370556	0.217304	0.109629	0.214332	0.38475
0.4	0.461191	0.370605	0.196418	0.0991025	0.188721	0.3607
0.4	0.486601	0.393074	0.192206	0.0969796	0.194849	0.41815
0.4	0.480694	0.394591	0.179121	0.0903834	0.17938	0.40175
0.4	0.477761	0.374487	0.216163	0.109054	0.215154	0.39455
0.4	0.473962	0.398426	0.159372	0.0804262	0.157367	0.3859
0.4	0.47325	0.370459	0.217202	0.109578	0.214147	0.38435
0.4	0.468298	0.370944	0.20789	0.104885	0.202822	0.3741
0.4	0.481395	0.391388	0.186972	0.0943412	0.187515	0.40355
0.4	0.477718	0.375739	0.213471	0.107697	0.212456	0.39445
0.4	0.48153	0.389581	0.190951	0.096347	0.19156	0.4039
0.4	0.474076	0.368712	0.222251	0.112122	0.219508	0.38615
0.4	0.476629	0.372685	0.218081	0.110021	0.21655	0.3919
0.4	0.481664	0.38847	0.193484	0.0976239	0.194155	0.40425
0.4	0.478264	0.399014	0.165702	0.083618	0.165103	0.39575
0.4	0.476801	0.380392	0.2022	0.102017	0.200853	0.3923
